Date,AdjClose
2019-09-18,90.873001
2019-09-19,91.074997
2019-09-20,89.708000
2019-09-23,89.264999
2019-09-24,87.080498
2019-09-25,88.416496
2019-09-26,86.991997
2019-09-27,86.272499
2019-09-30,86.795502
2019-10-01,86.782501
2019-10-02,85.661499
2019-10-03,86.221001
2019-10-04,86.982498
2019-10-07,86.633003
2019-10-08,85.275497
2019-10-09,86.099503
2019-10-10,86.013000
2019-10-11,86.596001
2019-10-14,86.821503
2019-10-15,88.369003
2019-10-16,88.871498
2019-10-17,89.374001
2019-10-18,87.875504
2019-10-21,89.282997
2019-10-22,88.286499
2019-10-23,88.108498
2019-10-24,89.039001
2019-10-25,88.066498
2019-10-28,88.853996
2019-10-29,88.135498
2019-10-30,88.999496
2019-10-31,88.833000
2019-11-01,89.571999
2019-11-04,90.233002
2019-11-05,90.085503
2019-11-06,89.788498
2019-11-07,89.410004
2019-11-08,89.293999
2019-11-11,88.582497
2019-11-12,88.900002
2019-11-13,87.655502
2019-11-14,87.730003
2019-11-15,86.974503
2019-11-18,87.626503
2019-11-19,87.639503
2019-11-20,87.276497
2019-11-21,86.735497
2019-11-22,87.286003
2019-11-25,88.692001
2019-11-26,89.847000
2019-11-27,90.925499
2019-11-29,90.040001
2019-12-02,89.080002
2019-12-03,88.498001
2019-12-04,88.034500
2019-12-05,87.024002
2019-12-06,87.580002
2019-12-09,87.475502
2019-12-10,86.960503
2019-12-11,87.435997
2019-12-12,88.016502
2019-12-13,88.046997
2019-12-16,88.460503
2019-12-17,89.532997
2019-12-18,89.201500
2019-12-19,89.613998
2019-12-20,89.324997
2019-12-23,89.650002
2019-12-24,89.460503
2019-12-26,93.438499
2019-12-27,93.489998
2019-12-30,92.344498
2019-12-31,92.391998
2020-01-02,94.900497
2020-01-03,93.748497
2020-01-06,95.143997
2020-01-07,95.343002
2020-01-08,94.598503
2020-01-09,95.052498
2020-01-10,94.157997
2020-01-13,94.565002
2020-01-14,93.472000
2020-01-15,93.100998
2020-01-16,93.897003
2020-01-17,93.236000
2020-01-21,94.599998
2020-01-22,94.373001
2020-01-23,94.228996
2020-01-24,93.082001
2020-01-27,91.417000
2020-01-28,92.662498
2020-01-29,92.900002
2020-01-30,93.533997
2020-01-31,100.435997
2020-02-03,100.209999
2020-02-04,102.483498
2020-02-05,101.993500
2020-02-06,102.511497
2020-02-07,103.963997
2020-02-10,106.695503
2020-02-11,107.540001
2020-02-12,108.000000
2020-02-13,107.493500
2020-02-14,106.743500
2020-02-18,107.783501
2020-02-19,108.511002
2020-02-20,107.654999
2020-02-21,104.798500
2020-02-24,100.464500
2020-02-25,98.637001
2020-02-26,98.979500
2020-02-27,94.214996
2020-02-28,94.187500
2020-03-02,97.697502
2020-03-03,95.449501
2020-03-04,98.791496
2020-03-05,96.201500
2020-03-06,95.054497
2020-03-09,90.030502
2020-03-10,94.591003
2020-03-11,91.042999
2020-03-12,83.830498
2020-03-13,89.250000
2020-03-16,84.457497
2020-03-17,90.391998
2020-03-18,91.500000
2020-03-19,94.046501
2020-03-20,92.304497
2020-03-23,95.141502
2020-03-24,97.004997
2020-03-25,94.292000
2020-03-26,97.774498
2020-03-27,95.004997
2020-03-30,98.197502
2020-03-31,97.486000
2020-04-01,95.385002
2020-04-02,95.941498
2020-04-03,95.329498
2020-04-06,99.879501
2020-04-07,100.580002
2020-04-08,102.150002
2020-04-09,102.138000
2020-04-13,108.443497
2020-04-14,114.166000
2020-04-15,115.384003
2020-04-16,120.409500
2020-04-17,118.750000
2020-04-20,119.680496
2020-04-21,116.405998
2020-04-22,118.174500
2020-04-23,119.972504
2020-04-24,120.511002
2020-04-27,118.800003
2020-04-28,115.704002
2020-04-29,118.635498
2020-04-30,123.699997
2020-05-01,114.302002
2020-05-04,115.799500
2020-05-05,115.889999
2020-05-06,117.563004
2020-05-07,118.380501
2020-05-08,118.980499
2020-05-11,120.449997
2020-05-12,117.847504
2020-05-13,118.396004
2020-05-14,119.442497
2020-05-15,120.488998
2020-05-18,121.313004
2020-05-19,122.466499
2020-05-20,124.897003
2020-05-21,122.336998
2020-05-22,121.844002
2020-05-26,121.093002
2020-05-27,120.519501
2020-05-28,120.055000
2020-05-29,122.118500
2020-06-01,123.552002
2020-06-02,123.620499
2020-06-03,123.919998
2020-06-04,123.029999
2020-06-05,124.150002
2020-06-08,126.203003
2020-06-09,130.042999
2020-06-10,132.372498
2020-06-11,127.898003
2020-06-12,127.250999
2020-06-15,128.634003
2020-06-16,130.763504
2020-06-17,132.048996
2020-06-18,132.699005
2020-06-19,133.750504
2020-06-22,135.690994
2020-06-23,138.220505
2020-06-24,136.720001
2020-06-25,137.729004
2020-06-26,134.643494
2020-06-29,134.018997
2020-06-30,137.940994
2020-07-01,143.934998
2020-07-02,144.514999
2020-07-06,152.852005
2020-07-07,150.005997
2020-07-08,154.055496
2020-07-09,159.131500
2020-07-10,160.000000
2020-07-13,155.199997
2020-07-14,154.199997
2020-07-15,150.443497
2020-07-16,149.994995
2020-07-17,148.098495
2020-07-20,159.841995
2020-07-21,156.914505
2020-07-22,154.995499
2020-07-23,149.327499
2020-07-24,150.445496
2020-07-27,152.760498
2020-07-28,150.016495
2020-07-29,151.676498
2020-07-30,152.593994
2020-07-31,158.233994
2020-08-03,155.594498
2020-08-04,156.941498
2020-08-05,160.251495
2020-08-06,161.250000
2020-08-07,158.373001
2020-08-10,157.408005
2020-08-11,154.033493
2020-08-12,158.112000
2020-08-13,158.050995
2020-08-14,157.401001
2020-08-17,159.120499
2020-08-18,165.624496
2020-08-19,163.024002
2020-08-20,164.868500
2020-08-21,164.235992
2020-08-24,165.373001
2020-08-25,167.324493
2020-08-26,172.092499
2020-08-27,170.000000
2020-08-28,170.089996
2020-08-31,172.548004
2020-09-01,174.955994
2020-09-02,176.572495
2020-09-03,168.399994
2020-09-04,164.731003
2020-09-08,157.492004
2020-09-09,163.430496
2020-09-10,158.755493
2020-09-11,155.811005
2020-09-14,155.148499
2020-09-15,157.806503
2020-09-16,153.904999
2020-09-17,150.436493
2020-09-18,147.745499
2020-09-21,148.023499
2020-09-22,156.449493
2020-09-23,149.992996
2020-09-24,150.989502
2020-09-25,154.756500
2020-09-28,158.702499
2020-09-29,157.244003
2020-09-30,157.436493
2020-10-01,161.063004
2020-10-02,156.250000
2020-10-05,159.960007
2020-10-06,154.998001
2020-10-07,159.784500
2020-10-08,159.527496
2020-10-09,164.332504
2020-10-12,172.146500
2020-10-13,172.181503
2020-10-14,168.185501
2020-10-15,166.932495
2020-10-16,163.635498
2020-10-19,160.360504
2020-10-20,160.850494
2020-10-21,159.246994
2020-10-22,158.820007
2020-10-23,160.220001
2020-10-26,160.352005
2020-10-27,164.316498
2020-10-28,158.139008
2020-10-29,160.550507
2020-10-30,151.807495
2020-11-02,150.223999
2020-11-03,152.420502
2020-11-04,162.057999
2020-11-05,166.100006
2020-11-06,165.568497
2020-11-09,157.186996
2020-11-10,151.751007
2020-11-11,156.869507
2020-11-12,155.514008
2020-11-13,156.440506
2020-11-16,156.552994
2020-11-17,156.783005
2020-11-18,155.272995
2020-11-19,155.850998
2020-11-20,154.970001
2020-11-23,154.919495
2020-11-24,155.903000
2020-11-25,159.253494
2020-11-27,159.766998
2020-11-30,158.401993
2020-12-01,161.003998
2020-12-02,160.176498
2020-12-03,159.336502
2020-12-04,158.128998
2020-12-07,157.899994
2020-12-08,158.864502
2020-12-09,155.210007
2020-12-10,155.074493
2020-12-11,155.820999
2020-12-14,157.848495
2020-12-15,158.255997
2020-12-16,162.048004
2020-12-17,161.804001
2020-12-18,160.082504
2020-12-21,160.309006
2020-12-22,160.326004
2020-12-23,159.263504
2020-12-24,158.634506
2020-12-28,164.197998
2020-12-29,166.100006
2020-12-30,164.292496
2020-12-31,162.846497
2021-01-04,159.331497
2021-01-05,160.925507
2021-01-06,156.919006
2021-01-07,158.108002
2021-01-08,159.134995
2021-01-11,155.710495
2021-01-12,156.041504
2021-01-13,158.294495
2021-01-14,156.373505
2021-01-15,155.212494
2021-01-19,156.037994
2021-01-20,163.169006
2021-01-21,165.349503
2021-01-22,164.611496
2021-01-25,164.699997
2021-01-26,166.306503
2021-01-27,161.628998
2021-01-28,161.880997
2021-01-29,160.309998
2021-02-01,167.143997
2021-02-02,169.000000
2021-02-03,165.626495
2021-02-04,166.550003
2021-02-05,167.607498
2021-02-08,166.147003
2021-02-09,165.250000
2021-02-10,164.328995
2021-02-11,163.106506
2021-02-12,163.885498
2021-02-16,163.447495
2021-02-17,165.432007
2021-02-18,166.411499
2021-02-19,162.494995
2021-02-22,159.037003
2021-02-23,159.725006
2021-02-24,157.976501
2021-02-25,152.858002
2021-02-26,154.646500
2021-03-01,157.307007
2021-03-02,154.726501
2021-03-03,150.250000
2021-03-04,148.878494
2021-03-05,150.022995
2021-03-08,147.597504
2021-03-09,153.142502
2021-03-10,152.882004
2021-03-11,155.679504
2021-03-12,154.474503
2021-03-15,154.084000
2021-03-16,154.593002
2021-03-17,156.786499
2021-03-18,151.399506
2021-03-19,153.748001
2021-03-22,155.543503
2021-03-23,156.875000
2021-03-24,154.353500
2021-03-25,152.313004
2021-03-26,152.601501
2021-03-29,153.786499
2021-03-30,152.764496
2021-03-31,154.703995
2021-04-01,158.050003
2021-04-05,161.336502
2021-04-06,161.190994
2021-04-07,163.969498
2021-04-08,164.964996
2021-04-09,168.610001
2021-04-12,168.969498
2021-04-13,170.000000
2021-04-14,166.649994
2021-04-15,168.954498
2021-04-16,169.972000
2021-04-19,168.600494
2021-04-20,166.734497
2021-04-21,168.100998
2021-04-22,165.451996
2021-04-23,167.044006
2021-04-26,170.449997
2021-04-27,170.871506
2021-04-28,172.925003
2021-04-29,173.565506
2021-04-30,173.371002
2021-05-03,169.324493
2021-05-04,165.593506
2021-05-05,163.526993
2021-05-06,165.318497
2021-05-07,164.580505
2021-05-10,159.524506
2021-05-11,161.195496
2021-05-12,157.597000
2021-05-13,158.073502
2021-05-14,161.145004
2021-05-17,163.519501
2021-05-18,161.613998
2021-05-19,161.589996
2021-05-20,162.384003
2021-05-21,160.154007
2021-05-24,162.249496
2021-05-25,162.952499
2021-05-26,163.257996
2021-05-27,161.505493
2021-05-28,161.153503
2021-06-01,160.932495
2021-06-02,161.699493
2021-06-03,159.350494
2021-06-04,160.311005
2021-06-07,159.900497
2021-06-08,163.205505
2021-06-09,164.057495
2021-06-10,167.482498
2021-06-11,167.341507
2021-06-14,169.193497
2021-06-15,169.156494
2021-06-16,170.762497
2021-06-17,174.462006
2021-06-18,174.345001
2021-06-21,172.697998
2021-06-22,175.272003
2021-06-23,175.190994
2021-06-24,172.453995
2021-06-25,170.072998
2021-06-28,172.194504
2021-06-29,172.406998
2021-06-30,172.007996
2021-07-01,171.648499
2021-07-02,175.548996
2021-07-06,183.787003
2021-07-07,184.828995
2021-07-08,186.570496
2021-07-09,185.966995
2021-07-12,185.927505
2021-07-13,183.867996
2021-07-14,184.084000
2021-07-15,181.559998
2021-07-16,178.681503
2021-07-19,177.479507
2021-07-20,178.659500
2021-07-21,179.259995
2021-07-22,181.901505
2021-07-23,182.832001
2021-07-26,184.990997
2021-07-27,181.319504
2021-07-28,181.516006
2021-07-29,179.996002
2021-07-30,166.379501
2021-08-02,166.574005
2021-08-03,168.311996
2021-08-04,167.735992
2021-08-05,168.799500
2021-08-06,167.246994
2021-08-09,167.093506
2021-08-10,166.033997
2021-08-11,164.605499
2021-08-12,165.175003
2021-08-13,164.698502
2021-08-16,164.949493
2021-08-17,162.098007
2021-08-18,160.061005
2021-08-19,159.387497
2021-08-20,159.997498
2021-08-23,163.293503
2021-08-24,165.289001
2021-08-25,164.959000
2021-08-26,165.800003
2021-08-27,167.481506
2021-08-30,171.078506
2021-08-31,173.539505
2021-09-01,173.949997
2021-09-02,173.156006
2021-09-03,173.902496
2021-09-07,175.464493
2021-09-08,176.274994
2021-09-09,174.207993
2021-09-10,173.457504
2021-09-13,172.858505
2021-09-14,172.500000
2021-09-15,173.789505
2021-09-16,174.412003
2021-09-17,173.126007
2021-09-20,167.786499
2021-09-21,167.181503
2021-09-22,169.002502
2021-09-23,170.800003
2021-09-24,171.276001
2021-09-27,170.289993
2021-09-28,165.798004
2021-09-29,165.056000
2021-09-30,164.251999
2021-10-01,164.162994
2021-10-04,159.488998
2021-10-05,161.050003
2021-10-06,163.100494
2021-10-07,165.121506
2021-10-08,164.431000
2021-10-11,162.315002
2021-10-12,162.366501
2021-10-13,164.214005
2021-10-14,164.992996
2021-10-15,170.451004
2021-10-18,172.337006
2021-10-19,172.207504
2021-10-20,170.753006
2021-10-21,171.750504
2021-10-22,166.777496
2021-10-25,166.018494
2021-10-26,168.803497
2021-10-27,169.624496
2021-10-28,172.328506
2021-10-29,168.621506
2021-11-01,165.905502
2021-11-02,165.637497
2021-11-03,169.199997
2021-11-04,173.850006
2021-11-05,175.949493
2021-11-08,174.449005
2021-11-09,178.811493
2021-11-10,174.102493
2021-11-11,173.625000
2021-11-12,176.257507
2021-11-15,177.283997
2021-11-16,177.035004
2021-11-17,177.449997
2021-11-18,184.802994
2021-11-19,183.828506
2021-11-22,178.628494
2021-11-23,179.001999
2021-11-24,179.020493
2021-11-26,175.227997
2021-11-29,178.078506
2021-11-30,175.353500
2021-12-01,172.186005
2021-12-02,171.867996
2021-12-03,169.489502
2021-12-06,171.368500
2021-12-07,176.164505
2021-12-08,176.158005
2021-12-09,174.171005
2021-12-10,172.212006
2021-12-13,169.567505
2021-12-14,169.091507
2021-12-15,173.315002
2021-12-16,168.871002
2021-12-17,170.017502
2021-12-20,167.078995
2021-12-21,170.417007
2021-12-22,171.037003
2021-12-23,171.068497
2021-12-27,169.669495
2021-12-28,170.660995
2021-12-29,169.201004
2021-12-30,168.644501
2021-12-31,166.716995
2022-01-03,170.404495
2022-01-04,167.522003
2022-01-05,164.356995
2022-01-06,163.253998
2022-01-07,162.554001
2022-01-10,161.485992
2022-01-11,165.362000
2022-01-12,165.207001
2022-01-13,161.214005
2022-01-14,162.138000
2022-01-18,158.917496
2022-01-19,156.298996
2022-01-20,151.667496
2022-01-21,142.643005
2022-01-24,144.544006
2022-01-25,139.985992
2022-01-26,138.872498
2022-01-27,139.637497
2022-01-28,143.977997
2022-01-31,149.573502
2022-02-01,151.193497
2022-02-02,150.612503
2022-02-03,138.845505
2022-02-04,157.639496
2022-02-07,157.935501
2022-02-08,161.413498
2022-02-09,161.189499
2022-02-10,159.003494
2022-02-11,153.293503
2022-02-14,155.167007
2022-02-15,156.510498
2022-02-16,158.100494
2022-02-17,154.652496
2022-02-18,152.601501
2022-02-22,150.197495
2022-02-23,144.826996
2022-02-24,151.358002
2022-02-25,153.788498
2022-02-28,153.563004
2022-03-01,151.141998
2022-03-02,152.052505
2022-03-03,147.898499
2022-03-04,145.641006
2022-03-07,137.453003
2022-03-08,136.014496
2022-03-09,139.279007
2022-03-10,146.817505
2022-03-11,145.524506
2022-03-14,141.852997
2022-03-15,147.366501
2022-03-16,153.104004
2022-03-17,157.238998
2022-03-18,161.250504
2022-03-21,161.491501
2022-03-22,164.889008
2022-03-23,163.408005
2022-03-24,163.649506
2022-03-25,164.773499
2022-03-28,168.990494
2022-03-29,169.315002
2022-03-30,166.300995
2022-03-31,162.997498
2022-04-01,163.559998
2022-04-04,168.346497
2022-04-05,164.054993
2022-04-06,158.755997
2022-04-07,157.784500
2022-04-08,154.460495
2022-04-11,151.121994
2022-04-12,150.787506
2022-04-13,155.541000
2022-04-14,151.706497
2022-04-18,152.785004
2022-04-19,158.115494
2022-04-20,153.998001
2022-04-21,148.296005
2022-04-22,144.350006
2022-04-25,146.074005
2022-04-26,139.391006
2022-04-27,138.167007
2022-04-28,144.596497
2022-04-29,124.281502
2022-05-02,124.500000
2022-05-03,124.253502
2022-05-04,125.928497
2022-05-05,116.406998
2022-05-06,114.772499
2022-05-09,108.789001
2022-05-10,108.859001
2022-05-11,105.372002
2022-05-12,106.930496
2022-05-13,113.055000
2022-05-16,110.810501
2022-05-17,115.368500
2022-05-18,107.112503
2022-05-19,107.319000
2022-05-20,107.591003
2022-05-23,107.556999
2022-05-24,104.099998
2022-05-25,106.775002
2022-05-26,111.077499
2022-05-27,115.146500
2022-05-31,120.209503
2022-06-01,121.683998
2022-06-02,125.511002
2022-06-03,122.349998
2022-06-06,124.790001
2022-06-07,123.000000
2022-06-08,121.180000
2022-06-09,116.150002
2022-06-10,109.650002
2022-06-13,103.669998
2022-06-14,102.309998
2022-06-15,107.669998
2022-06-16,103.660004
2022-06-17,106.220001
2022-06-21,108.680000
2022-06-22,108.949997
2022-06-23,112.440002
2022-06-24,116.459999
2022-06-27,113.220001
2022-06-28,107.400002
2022-06-29,108.919998
2022-06-30,106.209999
2022-07-01,109.559998
2022-07-05,113.500000
2022-07-06,114.330002
2022-07-07,116.330002
2022-07-08,115.540001
2022-07-11,111.750000
2022-07-12,109.220001
2022-07-13,110.400002
2022-07-14,110.629997
2022-07-15,113.550003
2022-07-18,113.760002
2022-07-19,118.209999
2022-07-20,122.769997
2022-07-21,124.629997
2022-07-22,122.419998
2022-07-25,121.139999
2022-07-26,114.809998
2022-07-27,120.970001
2022-07-28,122.279999
2022-07-29,134.949997
2022-08-01,135.389999
2022-08-02,134.160004
2022-08-03,139.520004
2022-08-04,142.570007
2022-08-05,140.800003
2022-08-08,139.410004
2022-08-09,137.830002
2022-08-10,142.690002
2022-08-11,140.639999
2022-08-12,143.550003
2022-08-15,143.179993
2022-08-16,144.779999
2022-08-17,142.100006
2022-08-18,142.300003
2022-08-19,138.229996
2022-08-22,133.220001
2022-08-23,133.619995
2022-08-24,133.800003
2022-08-25,137.279999
2022-08-26,130.750000
2022-08-29,129.789993
2022-08-30,128.729996
2022-08-31,126.769997
2022-09-01,127.820000
2022-09-02,127.510002
2022-09-06,126.110001
2022-09-07,129.479996
2022-09-08,129.820007
2022-09-09,133.270004
2022-09-12,136.449997
2022-09-13,126.820000
2022-09-14,128.550003
2022-09-15,126.279999
2022-09-16,123.529999
2022-09-19,124.660004
2022-09-20,122.190002
2022-09-21,118.540001
2022-09-22,117.309998
2022-09-23,113.779999
2022-09-26,115.150002
2022-09-27,114.410004
2022-09-28,118.010002
2022-09-29,114.800003
2022-09-30,113.000000
2022-10-03,115.879997
2022-10-04,121.089996
2022-10-05,120.949997
2022-10-06,120.300003
2022-10-07,114.559998
2022-10-10,113.669998
2022-10-11,112.209999
2022-10-12,112.900002
2022-10-13,112.529999
2022-10-14,106.900002
2022-10-17,113.790001
2022-10-18,116.360001
2022-10-19,115.070000
2022-10-20,115.250000
2022-10-21,119.320000
2022-10-24,119.820000
2022-10-25,120.599998
2022-10-26,115.660004
2022-10-27,110.959999
2022-10-28,103.410004
2022-10-31,102.440002
2022-11-01,96.790001
2022-11-02,92.120003
2022-11-03,89.300003
2022-11-04,90.980003
2022-11-07,90.529999
2022-11-08,89.980003
2022-11-09,86.139999
2022-11-10,96.629997
2022-11-11,100.790001
2022-11-14,98.489998
2022-11-15,98.940002
2022-11-16,97.120003
2022-11-17,94.849998
2022-11-18,94.139999
2022-11-21,92.459999
2022-11-22,93.199997
2022-11-23,94.129997
2022-11-25,93.410004
2022-11-28,93.949997
2022-11-29,92.419998
2022-11-30,96.540001
2022-12-01,95.500000
2022-12-02,94.129997
2022-12-05,91.010002
2022-12-06,88.250000
2022-12-07,88.459999
2022-12-08,90.349998
2022-12-09,89.089996
2022-12-12,90.550003
2022-12-13,92.489998
2022-12-14,91.580002
2022-12-15,88.449997
2022-12-16,87.860001
2022-12-19,84.919998
2022-12-20,85.190002
2022-12-21,86.769997
2022-12-22,83.790001
2022-12-23,85.250000
2022-12-27,83.040001
2022-12-28,81.820000
2022-12-29,84.180000
2022-12-30,84.000000
2023-01-03,85.820000
2023-01-04,85.139999
2023-01-05,83.120003
2023-01-06,86.080002
2023-01-09,87.360001
2023-01-10,89.870003
2023-01-11,95.089996
2023-01-12,95.269997
2023-01-13,98.120003
2023-01-17,96.050003
2023-01-18,95.459999
2023-01-19,93.680000
2023-01-20,97.250000
2023-01-23,97.519997
2023-01-24,96.320000
2023-01-25,97.180000
2023-01-26,99.220001
2023-01-27,102.239998
2023-01-30,100.550003
2023-01-31,103.129997
2023-02-01,105.150002
2023-02-02,112.910004
2023-02-03,103.389999
2023-02-06,102.180000
2023-02-07,102.110001
2023-02-08,100.050003
2023-02-09,98.239998
2023-02-10,97.610001
2023-02-13,99.540001
2023-02-14,99.699997
2023-02-15,101.160004
2023-02-16,98.150002
2023-02-17,97.199997
2023-02-21,94.580002
2023-02-22,95.790001
2023-02-23,95.820000
2023-02-24,93.500000
2023-02-27,93.760002
2023-02-28,94.230003
2023-03-01,92.169998
2023-03-02,92.129997
2023-03-03,94.900002
2023-03-06,93.750000
2023-03-07,93.550003
2023-03-08,93.919998
2023-03-09,92.250000
2023-03-10,90.730003
2023-03-13,92.430000
2023-03-14,94.879997
2023-03-15,96.199997
2023-03-16,100.040001
2023-03-17,98.949997
2023-03-20,97.709999
2023-03-21,100.610001
2023-03-22,98.699997
2023-03-23,98.709999
2023-03-24,98.129997
2023-03-27,98.040001
2023-03-28,97.239998
2023-03-29,100.250000
2023-03-30,102.000000
2023-03-31,103.290001
2023-04-03,102.410004
2023-04-04,103.949997
2023-04-05,101.099998
2023-04-06,102.059998
2023-04-10,102.169998
2023-04-11,99.919998
2023-04-12,97.830002
2023-04-13,102.400002
2023-04-14,102.510002
2023-04-17,102.739998
2023-04-18,102.300003
2023-04-19,104.300003
2023-04-20,103.809998
2023-04-21,106.959999
2023-04-24,106.209999
2023-04-25,102.570000
2023-04-26,104.980003
2023-04-27,109.820000
2023-04-28,105.449997
2023-05-01,102.050003
2023-05-02,103.629997
2023-05-03,103.650002
2023-05-04,104.000000
2023-05-05,105.660004
2023-05-08,105.830002
2023-05-09,106.620003
2023-05-10,110.190002
2023-05-11,112.180000
2023-05-12,110.260002
2023-05-15,111.199997
2023-05-16,113.400002
2023-05-17,115.500000
2023-05-18,118.150002
2023-05-19,116.250000
2023-05-22,115.010002
2023-05-23,114.989998
2023-05-24,116.750000
2023-05-25,115.000000
2023-05-26,120.110001
2023-05-30,121.660004
2023-05-31,120.580002
2023-06-01,122.769997
2023-06-02,124.250000
2023-06-05,125.300003
2023-06-06,126.610001
2023-06-07,121.230003
2023-06-08,124.250000
2023-06-09,123.430000
2023-06-12,126.570000
2023-06-13,126.660004
2023-06-14,126.419998
2023-06-15,127.110001
2023-06-16,125.489998
2023-06-20,125.779999
2023-06-21,124.830002
2023-06-22,130.149994
2023-06-23,129.330002
2023-06-26,127.330002
2023-06-27,129.179993
2023-06-28,129.039993
2023-06-29,127.900002
2023-06-30,130.360001
2023-07-03,130.220001
2023-07-05,130.380005
2023-07-06,128.360001
2023-07-07,129.779999
2023-07-10,127.129997
2023-07-11,128.779999
2023-07-12,130.800003
2023-07-13,134.300003
2023-07-14,134.679993
2023-07-17,133.559998
2023-07-18,132.830002
2023-07-19,135.360001
2023-07-20,129.960007
2023-07-21,130.000000
2023-07-24,128.800003
2023-07-25,129.130005
2023-07-26,128.149994
2023-07-27,128.250000
2023-07-28,132.210007
2023-07-31,133.679993
2023-08-01,131.690002
2023-08-02,128.210007
2023-08-03,128.910004
2023-08-04,139.570007
2023-08-07,142.220001
2023-08-08,139.940002
2023-08-09,137.850006
2023-08-10,138.559998
2023-08-11,138.410004
2023-08-14,140.570007
2023-08-15,137.669998
2023-08-16,135.070007
2023-08-17,133.979996
